t,mag
588.566,1.003
588.586,1.002
588.606,1.003
588.626,1.003
588.646,1.004
588.666,1.003
588.686,1.007
588.706,1.001
588.726,1.006
588.746,1.000
588.766,1.004
588.786,1.002
588.806,1.002
588.826,1.002
588.846,1.005
588.866,1.001
588.886,1.006
588.906,1.002
588.926,1.004
588.946,1.005
588.966,1.002
588.986,1.004
589.006,1.003
589.026,1.003
589.046,1.003
589.066,1.004
589.086,1.003
589.106,1.005
589.126,1.003
589.146,1.006
589.166,1.003
589.186,1.004
589.206,1.001
589.226,1.003
589.246,1.002
589.266,1.003
589.286,1.002
589.306,1.003
589.326,1.005
589.346,1.003
589.366,1.003
589.386,1.001
589.406,1.004
589.426,1.001
589.446,1.003
589.466,1.006
589.486,1.005
589.506,1.002
589.526,1.005
589.546,1.003
589.566,1.006
589.586,1.004
589.606,1.005
589.626,1.004
589.646,1.003
589.666,1.001
589.686,1.002
589.706,1.004
589.726,1.000
589.746,1.009
589.766,0.994
589.786,1.007
589.806,1.001
589.826,1.008
589.846,1.008
589.866,1.005
589.886,0.999
589.906,1.000
589.926,1.001
589.946,1.004
589.966,1.004
589.986,1.004
590.006,1.004
590.026,1.004
590.046,1.005
590.066,1.002
590.086,1.006
590.106,1.003
590.126,1.003
590.146,1.004
590.166,1.006
590.186,1.005
590.206,1.004
590.226,1.002
590.246,1.003
590.266,1.003
590.286,1.002
590.306,1.003
590.326,1.002
590.346,1.003
590.366,1.002
590.386,1.005
590.406,1.002
590.426,1.006
590.446,1.002
590.466,1.004
590.486,1.002
590.506,1.003
590.526,1.005
590.546,1.003
590.566,1.003
590.586,1.001
590.606,1.006
590.626,1.003
590.646,1.004
590.666,1.004
590.686,1.007
590.706,1.002
590.726,1.003
590.746,1.003
590.766,1.004
590.786,1.006
590.806,1.003
590.826,1.004
590.846,1.005
590.866,1.006
590.886,1.001
590.906,1.003
590.926,1.001
590.946,1.005
590.966,1.003
590.986,1.004
591.006,1.004
591.026,1.005
591.046,1.006
591.066,1.004
591.086,1.005
591.106,1.002
591.126,1.007
591.146,1.002
591.166,1.007
591.186,1.004
591.206,1.004
591.226,1.003
591.246,1.004
591.266,1.003
591.286,1.006
591.306,1.003
591.326,1.000
591.346,1.004
591.366,1.001
591.386,1.003
591.406,1.000
591.426,1.003
591.446,1.002
591.466,1.004
591.486,1.002
591.506,1.004
591.526,1.002
591.546,1.005
591.566,1.003
591.586,1.002
591.606,1.003
591.626,1.002
591.646,1.005
591.666,1.003
591.686,1.009
591.706,1.004
591.726,1.004
591.746,1.002
591.766,1.004
591.786,1.003
591.806,1.004
591.826,0.904
591.846,1.090
591.866,0.982
591.886,0.992
591.906,1.061
591.926,0.947
591.946,1.026
591.966,1.113
591.986,0.944
592.006,1.025
592.026,1.016
592.046,0.971
592.066,1.053
592.086,0.971
592.106,1.020
592.126,1.012
592.146,0.988
592.166,1.027
592.186,0.996
592.206,1.000
592.226,1.012
592.246,0.992
592.266,1.011
592.286,0.992
592.306,1.013
592.326,0.999
592.346,1.005
592.366,1.008
592.386,0.996
592.406,1.006
592.426,1.001
592.446,1.007
592.466,1.009
592.486,1.001
592.506,1.010
592.526,0.997
592.546,1.005
592.566,0.999
592.586,1.005
592.606,1.003
592.626,1.002
592.646,1.003
592.666,1.000
592.686,1.003
592.706,1.007
592.726,1.003
592.746,1.005
592.766,1.002
592.786,0.999
592.806,1.001
592.826,1.001
592.846,1.006
592.866,1.005
592.886,1.009
592.906,1.004
592.926,1.004
592.946,1.000
592.966,1.006
592.986,1.004
593.006,1.006
593.026,1.003
593.046,1.003
593.066,1.001
593.086,1.003
593.106,1.004
593.126,1.005
593.146,1.002
593.166,1.005
593.186,1.003
593.206,1.006
593.226,1.066
593.246,0.966
593.266,0.976
593.286,1.043
593.306,1.000
593.326,1.137
593.346,0.943
593.366,1.052
593.386,0.973
593.406,1.027
593.426,0.980
593.446,1.042
593.466,0.957
593.486,1.030
593.506,0.986
593.526,1.026
593.546,0.979
593.566,1.023
593.586,1.000
593.606,1.006
593.626,0.997
593.646,1.014
593.666,0.993
593.686,1.012
593.706,0.996
593.726,1.009
593.746,0.997
593.766,0.998
593.786,0.996
593.806,1.005
593.826,1.011
593.846,1.000
593.866,1.001
593.886,1.003
593.906,1.002
593.926,1.000
593.946,1.004
593.966,1.002
593.986,1.005
594.006,0.999
594.026,1.002
594.046,0.998
594.066,1.007
594.086,1.005
594.106,1.004
594.126,1.005
594.146,1.002
594.166,1.001
594.186,1.003
594.206,1.005
594.226,1.005
594.246,1.006
594.266,1.006
594.286,1.005
594.306,0.999
594.326,1.004
594.346,1.003
594.366,1.003
594.386,1.003
594.406,1.004
594.426,1.005
594.446,1.001
594.466,1.004
594.486,1.001
594.506,1.007
594.526,1.005
594.546,1.004
594.566,0.999
594.586,1.002
594.606,1.001
594.626,1.005
594.646,1.003
594.666,1.003
594.686,1.004
594.706,1.002
594.726,1.004
594.746,0.999
594.766,1.005
594.786,1.002
594.806,1.005
594.826,1.000
594.846,1.005
594.866,1.001
594.886,1.007
594.906,1.004
594.926,1.006
594.946,1.003
594.966,1.003
594.986,1.005
595.006,1.002
595.026,1.004
595.046,1.002
595.066,1.004
595.086,1.003
595.106,1.006
595.126,1.001
595.146,1.003
595.166,1.001
595.186,1.003
595.206,1.004
595.226,1.004
595.246,1.005
595.266,1.002
595.286,1.004
595.306,1.004
595.326,1.002
595.346,1.002
595.366,1.001
595.386,1.000
595.406,1.003
595.426,1.001
595.446,1.005
595.466,1.002
595.486,1.007
595.506,1.004
595.526,1.005
595.546,1.004
595.566,1.006
595.586,1.002
595.606,1.005
595.626,1.004
595.646,1.006
595.666,1.001
595.686,1.004
595.706,1.002
595.726,1.004
595.746,1.003
595.766,1.003
595.786,1.005
595.806,1.001
595.826,1.004
595.846,1.002
595.866,1.006
595.886,1.003
595.906,1.004
595.926,1.005
595.946,1.005
595.966,1.003
595.986,1.003
596.006,1.001
596.026,1.000
596.046,1.007
596.066,1.003
596.086,1.002
596.106,1.005
596.126,1.006
596.146,0.999
596.166,1.006
596.186,0.997
596.206,1.006
596.226,1.000
596.246,1.005
596.266,0.999
596.286,0.998
596.306,1.002
596.326,1.003
596.346,1.003
596.366,1.001
596.386,0.999
596.406,1.003
596.426,1.005
596.446,1.003
596.466,1.004
596.486,0.999
596.506,1.004
596.526,1.002
596.546,1.005
596.566,1.003
596.586,1.005
596.606,1.003
596.626,1.000
596.646,1.002
596.666,1.005
596.686,1.004
596.706,0.999
596.726,1.006
596.746,1.002
596.766,1.002
596.786,1.004
596.806,1.003
596.826,1.003
596.846,1.001
596.866,1.007
596.886,1.001
596.906,1.005
596.926,1.001
596.946,1.005
596.966,1.001
596.986,1.005
597.006,1.003
597.026,1.004
597.046,1.003
597.066,1.005
597.086,1.005
597.106,1.003
597.126,1.003
597.146,1.003
597.166,1.003
597.186,0.999
597.206,1.005
597.226,1.002
597.246,1.007
597.266,1.002
597.286,1.005
597.306,1.003
597.326,1.003
597.346,1.007
597.366,1.004
597.386,1.004
597.406,1.001
597.426,1.005
597.446,1.001
597.466,1.005
597.486,1.000
597.506,1.003
597.526,1.003
597.546,1.004
597.566,1.005
597.586,1.004
597.606,1.003
597.626,0.999
597.646,1.004
597.666,1.004
597.686,1.004
597.706,1.000
597.726,1.004
597.746,1.009
597.766,1.005
597.786,1.001
597.806,1.002
597.826,1.004
597.846,1.001
597.866,0.991
597.886,1.001
597.906,1.002
597.926,0.995
597.946,1.008
597.966,0.996
597.986,1.002
598.006,1.010
598.026,1.005
598.046,0.999
598.066,1.010
598.086,1.004
598.106,0.999
598.126,1.004
598.146,1.001
598.166,1.003
598.186,1.003
598.206,1.003
598.226,1.001
598.246,1.005
598.266,1.004
598.286,1.005
598.306,1.003
598.326,1.005
598.346,1.004
598.366,1.000
598.386,1.004
598.406,1.000
598.426,1.004
598.446,1.003
598.466,1.005
598.486,1.005
598.506,1.007
598.526,1.003
598.546,1.003
598.566,1.004
598.586,1.001
598.606,1.002
598.626,1.001
598.646,1.003
598.666,1.003
598.686,1.004
598.706,1.001
598.726,1.006
598.746,1.002
598.766,1.003
598.786,1.000
598.806,1.005
598.826,1.003
598.846,1.006
598.866,1.003
598.886,1.004
598.906,1.006
598.926,1.001
598.946,1.002
598.966,1.001
598.986,1.004
599.006,1.002
599.026,1.006
599.046,1.002
599.066,1.005
599.086,1.003
599.106,1.003
599.126,1.004
599.146,1.003
599.166,1.002
599.186,1.003
599.206,1.003
599.226,1.001
599.246,1.002
599.266,1.003
599.286,1.004
599.306,1.003
599.326,1.006
599.346,1.005
599.366,1.001
599.386,1.003
599.406,1.005
599.426,1.000
599.446,1.002
599.466,1.004
599.486,1.003
599.506,1.002
599.526,1.004
599.546,1.004
599.566,1.002
599.586,1.004
599.606,1.003
599.626,1.004
599.646,1.002
599.666,1.004
599.686,1.005
599.706,1.005
599.726,1.005
599.746,1.005
599.766,1.004
599.786,1.004
599.806,1.003
599.826,1.006
599.846,1.002
599.866,1.003
599.886,1.004
599.906,1.003
599.926,1.002
599.946,1.003
599.966,1.005
599.986,1.003
600.006,1.004
600.026,1.000
600.046,1.008
600.066,1.003
600.086,1.005
600.106,0.999
600.126,1.010
600.146,1.002
600.166,1.004
600.186,1.002
600.206,1.003
600.226,0.999
600.246,1.004
600.266,1.000
600.286,0.996
600.306,1.002
600.326,1.000
600.346,1.003
600.366,1.003
600.386,1.004
600.406,1.001
600.426,1.004
600.446,1.005
600.466,1.000
600.486,1.002
600.506,1.004
600.526,1.004
600.546,1.004
600.566,1.004
600.586,1.003
600.606,1.006
600.626,1.002
600.646,1.003
600.666,0.992
600.686,1.001
600.706,0.998
600.726,1.006
600.746,1.000
600.766,1.005
600.786,1.003
600.806,1.005
600.826,1.003
600.846,0.999
600.866,1.001
600.886,0.999
600.906,1.005
600.926,1.001
600.946,1.007
600.966,1.007
600.986,1.004
601.006,1.002
601.026,1.003
601.046,0.998
601.066,1.005
601.086,1.005
601.106,1.002
601.126,1.002
601.146,1.000
601.166,1.004
601.186,1.004
601.206,1.005
601.226,1.004
601.246,1.004
601.266,1.002
601.286,1.004
601.306,1.001
601.326,1.003
601.346,1.005
601.366,1.004
601.386,1.003
601.406,1.002
601.426,1.003
601.446,1.005
601.466,1.005
601.486,1.000
601.506,1.005
601.526,1.002
601.546,1.006
601.566,1.004
601.586,1.003
601.606,1.003
601.626,1.004
601.646,1.002
601.666,1.000
601.686,1.002
601.706,1.003
601.726,1.003
601.746,1.004
601.766,1.003
601.786,1.002
601.806,1.007
601.826,1.000
601.846,1.004
601.866,1.006
601.886,1.006
601.906,1.005
601.926,1.001
601.946,1.003
601.966,1.006
601.986,1.001
602.006,1.004
602.026,1.006
602.046,1.005
602.066,1.007
602.086,1.001
602.106,1.003
602.126,1.002
602.146,1.004
602.166,1.003
602.186,1.005
602.206,1.003
602.226,1.001
602.246,1.004
602.266,1.004
602.286,1.003
602.306,1.001
602.326,1.004
602.346,1.002
602.366,1.006
602.386,1.003
602.406,1.004
602.426,1.003
602.446,1.004
602.466,1.003
602.486,1.003
602.506,1.003
602.526,1.002
602.546,1.006
602.566,1.003
602.586,1.002
602.606,1.005
602.626,1.003
602.646,1.002
602.666,1.006
602.686,1.001
602.706,1.003
602.726,1.002
602.746,1.006
602.766,1.000
602.786,1.005
602.806,1.004
602.826,1.003
602.846,0.999
602.866,1.003
602.886,1.002
602.906,1.001
602.926,1.002
602.946,1.001
602.966,1.005
602.986,1.002
603.006,1.007
603.026,1.001
603.046,1.005
603.066,1.003
603.086,1.002
603.106,1.002
603.126,1.005
603.146,1.002
603.166,1.004
603.186,1.003
603.206,1.005
603.226,1.003
603.246,1.005
603.266,1.003
603.286,1.001
603.306,1.005
603.326,1.002
603.346,1.004
603.366,1.001
603.386,1.005
603.406,1.002
603.426,1.004
603.446,1.002
603.466,1.003
603.486,1.001
603.506,1.004
603.526,1.003
603.546,1.002
603.566,1.005
603.586,1.003
603.606,1.003
603.626,1.005
603.646,1.004
603.666,1.002
603.686,1.003
603.706,1.002
603.726,1.004
603.746,1.002
603.766,1.005
603.786,1.001
603.806,1.002
603.826,1.002
603.846,1.003
603.866,1.001
603.886,1.003
603.906,1.004
603.926,1.003
603.946,1.002
603.966,1.002
603.986,1.002
604.006,1.001
604.026,1.005
604.046,1.003
604.066,1.003
604.086,1.001
604.106,1.004
604.126,1.002
604.146,1.005
604.166,1.002
604.186,0.988
604.206,1.006
604.226,0.998
604.246,0.998
604.266,1.002
604.286,1.006
604.306,0.997
604.326,1.004
604.346,1.000
604.366,1.002
604.386,1.003
604.406,1.008
604.426,0.999
604.446,1.002
604.466,1.006
604.486,1.004
604.506,1.001
604.526,1.000
604.546,1.001
604.566,1.004
604.586,1.004
604.606,1.002
604.626,1.006
604.646,1.004
604.666,1.002
604.686,1.002
604.706,1.005
604.726,1.006
604.746,1.000
604.766,1.004
604.786,1.002
604.806,1.005
604.826,0.999
604.846,1.005
604.866,0.998
604.886,1.004
604.906,1.003
604.926,1.004
604.946,1.001
604.966,1.004
604.986,1.003
605.006,1.002
605.026,1.003
605.046,1.003
605.066,1.002
605.086,1.002
605.106,1.005
605.126,1.001
605.146,1.004
605.166,1.004
605.186,1.005
605.206,1.004
605.226,1.003
605.246,1.003
605.266,1.004
605.286,1.003
605.306,1.004
605.326,1.004
605.346,1.003
605.366,1.001
605.386,1.000
605.406,1.004
605.426,1.003
605.446,1.003
605.466,1.004
605.486,1.004
605.506,1.003
605.526,1.002
605.546,1.005
605.566,1.001
605.586,1.001
605.606,1.001
605.626,1.005
605.646,1.003
605.666,1.004
605.686,1.003
605.706,1.003
605.726,1.004
605.746,1.003
605.766,1.002
605.786,1.003
605.806,1.006
605.826,1.000
605.846,1.004
605.866,1.003
605.886,1.005
605.906,1.002
605.926,1.006
605.946,0.999
605.966,1.009
605.986,1.001
606.006,1.005
606.026,1.003
606.046,1.001
606.066,1.002
606.086,1.005
606.106,1.004
606.126,1.001
606.146,1.003
606.166,1.005
606.186,1.004
606.206,1.004
606.226,1.003
606.246,1.004
606.266,1.005
606.286,1.006
606.306,1.000
606.326,1.002
606.346,1.002
606.366,1.005
606.386,1.002
606.406,1.005
606.426,1.003
606.446,1.005
606.466,0.999
606.486,1.005
606.506,1.003
606.526,1.003
606.546,1.002
606.566,1.004
606.586,1.005
606.606,1.002
606.626,1.005
606.646,1.002
606.666,1.003
606.686,1.003
606.706,1.004
606.726,1.001
606.746,1.005
606.766,1.001
606.786,1.007
606.806,1.002
606.826,1.006
606.846,1.002
606.866,1.005
606.886,1.003
606.906,1.003
606.926,1.003
606.946,1.002
606.966,1.004
606.986,1.004
607.006,1.005
607.026,1.004
607.046,1.004
607.066,1.003
607.086,1.006
607.106,1.001
607.126,1.004
607.146,1.007
607.166,1.003
607.186,1.000
607.206,1.007
607.226,0.998
607.246,1.005
607.266,1.005
607.286,1.004
607.306,0.998
607.326,1.004
607.346,1.001
607.366,1.002
607.386,1.003
607.406,1.004
607.426,1.003
607.446,1.003
607.466,1.004
607.486,1.002
607.506,1.004
607.526,1.002
607.546,1.008
607.566,1.002
607.586,1.002
607.606,1.003
607.626,1.005
607.646,1.003
607.666,1.004
607.686,1.001
607.706,1.003
607.726,1.005
607.746,1.004
607.766,1.002
607.786,1.001
607.806,1.007
607.826,1.003
607.846,1.004
607.866,1.005
607.886,1.008
607.906,1.000
607.926,1.005
607.946,1.002
607.966,1.001
607.986,1.002
608.006,1.004
608.026,1.004
608.046,1.005
608.066,1.005
608.086,1.003
608.106,1.004
608.126,1.001
608.146,1.001
608.166,1.001
608.186,1.005
608.206,1.004
608.226,1.003
608.246,1.005
608.266,1.003
608.286,1.004
608.306,1.002
608.326,1.003
608.346,1.001
608.366,1.005
608.386,1.003
608.406,1.003
608.426,1.001
608.446,1.002
608.466,1.003
608.486,1.002
608.506,1.003
608.526,1.004
608.546,1.002
608.566,1.004
608.586,1.003
608.606,1.002
608.626,1.003
608.646,1.004
608.666,1.004
608.686,1.002
608.706,1.004
608.726,1.001
608.746,1.003
608.766,1.000
608.786,1.005
608.806,1.003
608.826,1.003
608.846,1.002
608.866,1.003
608.886,1.006
608.906,1.002
608.926,1.003
608.946,1.002
608.966,1.005
608.986,1.000
609.006,1.005
609.026,1.004
609.046,1.003
609.066,1.005
609.086,1.002
609.106,1.004
609.126,1.002
609.146,1.002
609.166,1.001
609.186,1.006
609.206,1.004
609.226,1.004
609.246,1.002
609.266,1.005
609.286,1.004
609.306,1.005
609.326,1.003
609.346,1.004
609.366,1.001
609.386,1.002
609.406,1.003
609.426,1.002
609.446,1.005
609.466,1.002
609.486,1.003
609.506,1.002
609.526,1.005
609.546,1.001
609.566,1.002
609.586,1.002
609.606,1.005
609.626,1.003
609.646,1.003
609.666,1.004
609.686,1.004
609.706,1.001
609.726,1.002
609.746,1.004
609.766,1.002
609.786,1.003
609.806,1.002
609.826,1.006
609.846,1.004
609.866,1.006
609.886,1.001
609.906,1.006
609.926,1.001
609.946,1.004
609.966,1.003
609.986,1.002
610.006,1.006
610.026,1.003
610.046,1.006
610.066,1.003
610.086,1.005
610.106,1.002
610.126,1.001
610.146,1.002
610.166,1.005
610.186,1.002
610.206,1.004
610.226,1.003
610.246,1.005
610.266,1.001
610.286,1.004
610.306,1.004
610.326,1.005
610.346,1.003
610.366,1.002
610.386,1.005
610.406,1.002
610.426,1.003
610.446,1.002
610.466,1.007
610.486,1.005
610.506,1.002
610.526,1.003
610.546,1.004
610.566,1.004
610.586,1.005
610.606,1.004
610.626,1.006
610.646,1.003
610.666,1.004
610.686,1.005
610.706,1.002
610.726,1.002
610.746,1.005
610.766,1.006
610.786,1.004
610.806,1.002
610.826,1.002
610.846,1.006
610.866,1.002
610.886,1.006
610.906,1.002
610.926,1.004
610.946,1.002
610.966,1.002
610.986,1.002
611.006,1.005
611.026,1.005
611.046,1.004
611.066,1.003
611.086,1.002
611.106,1.004
611.126,1.002
611.146,1.003
611.166,1.001
611.186,1.005
611.206,1.004
611.226,1.004
611.246,1.002
611.266,1.003
611.286,1.002
611.306,1.005
611.326,1.001
611.346,1.005
611.366,1.005
611.386,1.002
611.406,1.005
611.426,1.002
611.446,1.003
611.466,1.004
611.486,1.004
611.506,1.003
611.526,1.005
611.546,1.005
611.566,1.006
611.586,1.003
611.606,1.004
611.626,1.003
611.646,1.003
611.666,1.002
611.686,1.005
611.706,1.003
611.726,1.002
611.746,1.004
611.766,1.001
611.786,1.005
611.806,1.005
611.826,1.004
611.846,1.004
611.866,1.005
611.886,1.003
611.906,1.003
611.926,1.005
611.946,1.005
611.966,1.003
611.986,1.001
612.006,1.004
612.026,1.002
612.046,1.003
612.066,1.002
612.086,1.005
612.106,1.004
612.126,1.007
612.146,1.002
612.166,1.004
612.186,1.004
612.206,1.003
612.226,1.004
612.246,1.004
612.266,1.001
612.286,1.000
612.306,1.005
612.326,1.002
612.346,1.003
612.366,1.001
612.386,1.005
612.406,1.004
612.426,1.004
612.446,1.003
612.466,1.004
612.486,1.001
612.506,1.004
612.526,1.002
612.546,1.003
612.566,1.005
612.586,1.003
612.606,1.004
612.626,1.000
612.646,1.005
612.666,1.003
612.686,1.005
612.706,1.001
612.726,1.002
612.746,1.002
612.766,1.003
612.786,1.004
612.806,1.003
612.826,1.003
612.846,1.001
612.866,1.004
612.886,1.005
612.906,1.005
612.926,1.004
612.946,1.004
612.966,1.001
612.986,1.001
613.006,1.003
613.026,1.004
613.046,1.002
613.066,1.005
613.086,1.003
613.106,1.004
613.126,1.005
613.146,1.003
613.166,1.004
613.186,1.003
613.206,1.004
613.226,1.004
613.246,1.003
613.266,1.003
613.286,1.004
613.306,1.002
639.896,1.154
639.916,1.009
639.936,0.980
639.956,1.033
639.976,1.044
639.996,0.985
640.017,1.020
640.037,1.031
640.057,0.985
640.077,1.020
640.097,1.011
640.117,0.992
640.137,1.002
640.157,1.011
640.177,0.999
640.197,1.007
640.217,1.004
640.237,1.002
640.257,0.999
640.277,0.997
640.297,0.991
640.317,1.009
640.337,1.013
640.357,0.997
640.377,1.018
640.397,1.021
640.417,0.992
640.437,1.026
640.457,0.942
640.477,1.015
640.497,1.011
640.517,0.994
640.537,0.823
640.557,0.897
640.577,0.992
640.597,0.978
640.617,1.002
640.637,1.028
640.657,1.006
640.677,1.004
640.697,0.985
640.717,0.996
640.737,1.010
640.757,0.999
640.777,0.998
640.797,1.004
640.817,1.012
640.837,1.003
640.857,1.012
640.877,1.037
640.897,0.970
640.917,0.975
640.937,0.937
640.957,0.997
640.977,0.997
640.997,1.014
641.017,1.014
641.037,0.981
641.057,1.000
641.077,1.067
641.097,0.935
641.117,1.100
641.137,1.032
641.157,0.949
641.177,0.977
641.197,1.004
641.217,0.996
641.237,0.993
641.257,1.017
641.277,1.003
641.297,1.022
641.317,1.015
641.337,0.984
641.357,0.986
641.377,1.034
641.397,1.028
641.417,1.064
641.437,0.888
641.457,0.811
641.477,1.012
641.497,1.021
641.517,1.089
641.537,1.075
641.557,1.033
641.577,1.020
641.597,0.988
641.617,0.986
641.637,1.008
641.657,0.980
641.677,1.010
641.697,1.019
641.717,1.023
641.737,0.920
641.757,0.840
641.777,1.022
641.797,0.986
641.817,0.993
641.837,1.012
641.857,0.994
641.877,1.025
641.897,1.008
641.917,1.001
641.937,0.987
641.957,0.994
641.977,1.026
641.997,1.007
642.017,1.012
642.037,0.996
642.057,0.991
642.077,1.030
642.097,1.043
642.117,1.014
642.137,0.998
642.157,0.986
642.177,1.001
642.197,0.989
642.217,0.991
642.237,1.003
642.257,1.024
642.277,1.016
642.297,1.005
642.317,1.024
642.337,1.024
642.357,1.002
642.377,0.984
642.397,0.977
642.417,1.012
642.437,1.012
642.457,1.017
642.477,0.998
642.497,1.007
642.517,0.986
642.537,0.998
642.557,0.997
642.577,0.994
642.597,1.088
642.617,1.027
642.637,1.016
642.657,0.994
642.677,1.006
642.697,1.000
642.717,1.006
642.737,1.008
642.757,1.006
642.777,1.005
642.797,1.009
642.817,1.000
642.837,1.005
642.857,1.002
642.877,1.008
642.897,1.002
642.917,1.005
642.937,1.001
642.957,1.005
642.977,1.005
642.997,0.980
643.017,0.972
643.037,1.023
643.057,1.016
643.077,1.001
643.097,1.009
643.117,1.001
643.137,1.008
643.157,1.004
643.177,1.005
643.197,1.002
643.217,1.005
643.237,1.004
643.257,1.003
643.277,1.006
643.297,1.004
643.317,1.005
643.337,1.002
643.357,1.006
643.377,1.001
643.397,1.005
643.417,1.002
643.437,1.007
643.457,1.005
643.477,1.007
643.497,1.001
643.517,1.006
643.537,1.004
643.557,1.004
643.577,1.005
643.597,1.004
643.617,1.006
643.637,1.005
643.657,1.006
643.677,1.004
643.697,1.007
643.717,1.002
643.737,1.005
643.757,1.003
643.777,1.008
643.797,1.002
643.817,1.013
643.837,0.999
643.857,1.008
643.877,0.999
643.897,1.008
643.917,1.001
643.937,1.003
643.957,1.003
643.977,1.001
643.997,1.005
644.017,1.003
644.037,1.006
644.057,1.000
644.077,1.006
644.097,1.001
644.117,1.007
644.137,1.003
644.157,1.006
644.177,1.004
644.197,1.009
644.217,0.998
644.237,0.999
644.257,1.006
644.277,1.001
644.297,1.001
644.317,1.007
644.337,1.009
644.357,1.003
644.377,1.007
644.397,1.007
644.417,1.006
644.437,0.990
644.457,0.994
644.477,0.999
