t,mag
49897.628,1.004
49897.648,1.003
49897.668,1.004
49897.688,1.004
49897.708,1.001
49897.728,1.007
49897.748,1.003
49897.768,1.006
49897.788,1.004
49897.808,1.002
49897.828,1.006
49897.848,1.002
49897.868,1.006
49897.888,1.005
49897.908,1.000
49897.928,1.007
49897.948,1.004
49897.968,1.003
49897.988,1.006
49898.008,1.002
49898.028,1.005
49898.048,1.004
49898.068,1.002
49898.088,1.005
49898.108,1.003
49898.128,1.004
49898.148,1.004
49898.168,1.006
49898.188,1.003
49898.208,1.003
49898.228,1.007
49898.248,1.004
49898.268,1.004
49898.288,1.006
49898.308,1.004
49898.328,1.004
49898.348,1.003
49898.368,1.003
49898.388,1.005
49898.408,1.005
49898.428,1.008
49898.448,1.005
49898.468,1.004
49898.488,1.003
49898.508,1.004
49898.528,1.007
49898.548,1.003
49898.568,1.004
49898.588,1.003
49898.608,1.006
49898.628,1.004
49898.648,1.004
49898.668,1.005
49898.688,1.005
49898.708,1.004
49898.728,1.002
49898.748,1.002
49898.768,1.004
49898.788,1.005
49898.808,1.004
49898.828,1.006
49898.848,1.005
49898.868,1.006
49898.888,1.004
49898.908,1.006
49898.928,1.006
49898.948,1.003
49898.968,1.005
49898.988,1.003
49899.008,1.003
49899.028,1.005
49899.048,1.004
49899.068,1.003
49899.088,1.003
49899.108,1.006
49899.128,1.007
49899.148,1.003
49899.168,1.005
49899.188,1.003
49899.208,1.005
49899.228,1.006
49899.248,1.004
49899.268,1.006
49899.288,1.003
49899.308,1.006
49899.328,1.003
49899.348,1.006
49899.368,1.004
49899.388,1.006
49899.408,1.003
49899.428,1.005
49899.448,1.003
49899.468,1.006
49899.488,1.003
49899.508,1.005
49899.528,1.002
49899.548,1.003
49899.568,1.004
49899.588,1.001
49899.608,1.002
49899.628,1.005
49899.648,1.004
49899.668,1.005
49899.688,1.002
49899.708,1.003
49899.728,1.003
49899.748,1.004
49899.768,1.002
49899.788,1.006
49899.808,1.005
49899.828,1.002
49899.848,1.004
49899.868,1.005
49899.888,1.002
49899.908,1.003
49899.928,1.007
49899.948,1.002
49899.968,1.002
49899.988,0.999
49900.008,1.006
49900.028,1.005
49900.048,1.001
49900.068,1.009
49900.088,0.997
49900.108,1.009
49900.128,1.011
49900.148,0.997
49900.168,1.009
49900.188,1.000
49900.208,1.004
49900.228,1.005
49900.248,1.006
49900.268,1.004
49900.288,1.004
49900.308,1.006
49900.328,1.003
49900.348,1.004
49900.368,1.010
49900.388,1.001
49900.408,1.002
49900.428,1.005
49900.448,1.001
49900.468,1.009
49900.488,1.007
49900.508,1.008
49900.528,1.002
49900.548,1.003
49900.568,1.000
49900.588,1.004
49900.608,1.004
49900.628,1.002
49900.648,1.002
49900.668,1.006
49900.688,0.999
49900.708,1.014
49900.728,1.002
49900.748,1.007
49900.768,1.004
49900.788,0.998
49900.808,1.003
49900.828,1.002
49900.848,1.004
49900.868,1.004
49900.888,1.006
49900.908,1.007
49900.928,1.005
49900.948,1.002
49900.968,1.004
49900.988,1.006
49901.008,1.003
49901.028,1.005
49901.048,1.001
49901.068,1.004
49901.088,1.008
49901.108,1.006
49901.128,1.000
49901.148,1.007
49901.168,1.006
49901.188,1.003
49901.208,1.005
49901.228,1.006
49901.248,1.001
49901.268,1.003
49901.288,1.007
49901.308,1.006
49901.328,1.007
49901.348,1.006
49901.368,1.004
49901.388,1.004
49901.408,1.003
49901.428,1.004
49901.448,1.003
49901.468,1.008
49901.488,1.008
49901.508,1.004
49901.528,1.002
49901.548,1.004
49901.568,1.006
49901.588,1.004
49901.608,1.002
49901.628,1.002
49901.648,1.005
49901.668,1.005
49901.688,1.007
49901.708,1.003
49901.728,1.003
49901.748,1.004
49901.768,1.002
49901.788,1.004
49901.808,1.001
49901.828,1.003
49901.848,1.001
49901.868,1.006
49901.888,1.007
49901.908,1.008
49901.928,1.001
49901.948,1.000
49901.968,1.000
49901.988,1.007
49902.008,1.007
49902.028,1.005
49902.048,1.006
49902.068,1.004
49902.088,1.003
49902.108,1.002
49902.128,1.004
49902.148,1.003
49902.168,1.005
49902.188,1.007
49902.208,1.001
49902.228,1.009
49902.248,1.000
49902.268,1.004
49902.288,1.005
49902.308,0.999
49902.328,1.008
49902.348,1.002
49902.368,1.003
49902.388,1.007
49902.408,0.999
49902.428,1.012
49902.448,1.005
49902.468,1.003
49902.488,1.008
49902.508,1.003
49902.528,1.003
49902.548,1.005
49902.568,1.000
49902.588,1.006
49902.608,1.005
49902.628,1.002
49902.648,1.011
49902.668,1.001
49902.688,1.003
49902.708,1.000
49902.728,1.006
49902.748,1.008
49902.768,1.002
49902.788,1.006
49902.808,1.004
49902.828,1.006
49902.848,1.005
49902.868,1.004
49902.888,1.004
49902.908,1.006
49902.928,1.004
49902.948,1.002
49902.968,1.004
49902.988,1.009
49903.008,1.003
49903.028,1.007
49903.048,1.007
49903.068,1.001
49903.088,1.003
49903.108,1.003
49903.128,1.006
49903.148,1.007
49903.168,1.003
49903.188,1.001
49903.208,1.008
49903.228,1.009
49903.248,1.002
49903.268,1.002
49903.288,1.009
49903.308,0.999
49903.328,1.007
49903.348,1.005
49903.368,1.002
49903.388,1.003
49903.408,1.006
49903.428,1.005
49903.448,1.005
49903.468,1.004
49903.488,1.004
49903.508,1.002
49903.528,1.008
49903.548,1.003
49903.568,1.004
49903.588,1.005
49903.608,1.004
49903.628,1.004
49903.648,1.006
49903.668,1.005
49903.688,1.005
49903.708,1.004
49903.728,1.005
49903.748,1.006
49903.768,1.005
49903.788,1.004
49903.808,1.006
49903.828,1.006
49903.848,1.002
49903.868,1.001
49903.888,1.003
49903.908,1.004
49903.928,1.006
49903.948,1.003
49903.968,1.004
49903.988,1.003
49904.008,1.002
49904.028,1.001
49904.048,1.004
49904.068,1.001
49904.088,1.007
49904.108,1.004
49904.128,1.008
49904.148,1.003
49904.168,1.003
49904.188,1.008
49904.208,1.000
49904.228,1.002
49904.248,1.005
49904.268,1.002
49904.288,1.006
49904.308,1.005
49904.328,1.005
49904.348,1.006
49904.368,1.002
49904.388,1.003
49904.408,1.005
49904.428,1.004
49904.448,1.004
49904.468,1.003
49904.488,1.008
49904.508,1.000
49904.528,0.999
49904.548,1.006
49904.568,1.002
49904.588,1.003
49904.608,1.006
49904.628,1.003
49923.203,1.051
49923.223,1.022
49923.243,0.984
49923.263,0.988
49923.283,1.018
49923.303,1.006
49923.323,0.991
49923.343,1.006
49923.363,0.989
49923.383,1.005
49923.403,1.014
49923.423,1.085
49923.443,0.979
49923.463,0.979
49923.483,1.011
49923.503,1.047
49923.523,0.990
49923.543,1.003
49923.563,1.007
49923.583,1.000
49923.603,1.011
49923.623,1.007
49923.643,1.005
49923.663,1.006
49923.683,1.005
49923.703,1.002
49923.723,1.006
49923.743,1.004
49923.763,1.004
49923.783,1.007
49923.803,1.003
49923.823,1.004
49923.843,1.007
49923.863,1.005
49923.883,1.005
49923.903,1.002
49923.923,1.007
49923.943,1.001
49923.963,1.005
49923.983,1.006
49924.003,1.001
49924.023,1.007
49924.043,1.003
49924.063,1.002
49924.083,1.005
49924.103,1.004
49924.123,1.003
49924.143,1.003
49924.163,1.004
49924.183,1.004
49924.203,1.006
49924.223,1.004
49924.243,1.005
49924.263,1.005
49924.283,1.006
49924.303,1.005
49924.323,1.005
49924.343,1.003
49924.363,1.002
49924.383,1.005
49924.403,1.005
49924.423,1.003
49924.443,1.002
49924.463,1.004
49924.483,1.003
49924.503,1.004
49924.523,1.004
49924.543,1.001
49924.563,1.002
49924.583,1.005
49924.603,1.003
49924.623,1.007
49924.643,1.005
49924.663,1.005
49924.683,1.004
49924.703,1.003
49924.723,1.003
49924.743,1.005
49924.763,1.002
49924.783,1.003
49924.803,1.005
49924.823,1.006
49924.843,1.003
49924.863,1.004
49924.883,1.004
49924.903,1.006
49924.923,1.006
49924.943,1.003
49924.963,1.005
49924.983,1.003
49925.003,1.005
49925.023,1.002
49925.043,1.006
49925.063,1.004
49925.083,1.006
49925.103,1.005
49925.123,1.002
49925.143,1.004
49925.163,1.005
49925.183,1.005
49925.203,1.004
49925.223,1.005
49925.243,1.003
49925.263,1.006
49925.283,1.003
49925.303,1.005
49925.323,1.006
49925.343,1.002
49925.363,1.003
49925.383,1.003
49925.403,1.004
49925.423,1.004
49925.443,1.002
49925.463,1.006
49925.483,1.003
49925.503,1.001
49925.523,1.006
49925.543,1.006
49925.563,1.006
49925.583,1.003
49925.603,1.004
49925.623,1.005
49925.643,1.002
49925.663,1.005
49925.683,1.006
49925.703,1.007
49925.723,1.006
49925.743,1.005
49925.763,1.003
49925.783,1.006
49925.803,1.004
49925.823,1.005
49925.843,1.005
49925.863,1.004
49925.883,1.006
49925.903,1.005
49925.923,1.001
49925.943,1.005
49925.963,1.005
49925.983,1.003
49926.003,1.006
49926.023,1.003
49926.043,1.003
49926.063,1.006
49926.083,1.003
49926.103,1.005
49926.123,1.006
49926.143,1.004
49926.163,1.003
49926.183,1.003
49926.203,1.005
49926.223,1.004
49926.243,1.000
49926.263,1.005
49926.283,1.004
49926.303,1.004
49926.323,1.003
49926.343,1.008
49926.363,1.003
49926.383,1.003
49926.403,1.006
49926.423,1.006
49926.443,1.002
49926.463,1.003
49926.483,1.005
49926.503,1.004
49926.523,1.004
49926.543,1.006
49926.563,1.003
49926.583,1.003
49926.603,1.003
49926.623,1.004
49926.643,1.005
49926.663,1.005
49926.683,1.007
49926.703,1.000
49926.723,1.004
49926.743,1.003
49926.763,1.005
49926.783,1.002
49926.803,1.006
49926.823,1.004
49926.843,1.005
49926.863,1.001
49926.883,1.003
49926.903,1.004
49926.923,1.003
49926.943,1.003
49926.963,1.004
49926.983,1.005
49927.003,1.003
49927.023,1.006
49927.043,1.004
49927.063,1.005
49927.083,1.005
49927.103,1.005
49927.123,1.003
49927.143,1.004
49927.163,1.003
49927.183,1.004
49927.203,1.005
49927.223,1.005
49927.243,1.005
49927.263,1.006
49927.283,1.004
49927.303,1.004
49927.323,1.005
49927.343,1.006
49927.363,1.004
49927.383,1.006
49927.403,1.003
49927.423,1.003
49927.443,1.004
49927.463,1.003
49927.483,1.005
49927.503,1.005
49927.523,1.004
49927.543,1.002
49927.563,1.003
49927.583,1.005
49927.603,1.003
49927.623,1.006
49927.643,1.003
49927.663,1.006
49927.683,1.004
49927.703,1.005
49927.723,1.004
49927.743,1.005
49927.763,1.005
49927.783,1.004
49927.803,1.004
49927.823,1.005
49927.843,1.005
49927.863,1.006
49927.883,1.004
49927.903,1.003
49927.923,1.007
49927.943,1.003
49927.963,1.005
49927.983,1.005
49928.003,1.004
49928.023,1.003
49928.043,1.004
49928.063,1.005
49928.083,1.005
49928.103,1.003
49928.123,1.004
49928.143,1.003
49928.163,1.005
49928.183,1.002
49928.203,1.006
49928.223,1.003
49928.243,1.006
49928.263,1.004
49928.283,1.003
49928.303,1.006
49928.323,1.005
49928.343,1.005
49928.363,1.006
49928.383,1.004
49928.403,1.005
49928.423,1.005
49928.443,1.005
49928.463,1.003
49928.483,1.006
49928.503,1.004
49928.523,1.006
49928.543,1.004
49928.563,1.004
49928.583,1.004
49928.603,1.003
49928.623,1.002
49928.643,1.004
49928.663,1.006
49928.683,1.004
49928.703,1.003
49928.723,1.004
49928.743,1.004
49928.763,1.005
49928.783,1.006
49928.803,1.006
49928.823,1.003
49928.843,1.005
49928.863,1.006
49928.883,1.006
49928.903,1.006
49928.923,1.003
49928.943,1.004
49928.963,1.005
49928.983,1.003
49929.003,1.004
49929.023,1.003
49929.043,1.006
49929.063,1.005
49929.083,1.005
49929.103,1.004
49929.123,1.005
49929.143,1.003
49929.163,1.004
49929.183,1.005
49929.203,1.003
49929.223,1.004
49929.243,1.004
49929.263,1.004
49929.283,1.005
49929.303,1.002
49929.323,1.005
49929.343,1.004
49929.363,1.004
49929.383,1.002
49929.403,1.005
49929.423,1.002
49929.443,1.001
49929.463,1.002
49929.483,1.005
49929.503,1.004
49929.523,1.006
49929.543,1.005
49929.563,1.005
49929.583,1.005
49929.603,1.002
49929.623,1.007
49929.643,1.005
49929.663,1.004
49929.683,1.006
49929.703,1.005
49929.723,1.005
49929.743,1.006
49929.763,1.003
49929.783,1.005
49929.803,1.006
49929.823,1.003
49929.843,1.005
49929.863,1.006
49929.883,1.002
49929.903,1.003
49929.923,1.004
49929.943,1.005
49929.963,1.007
49929.983,1.003
49930.003,1.002
49930.023,1.004
49930.043,1.006
49930.063,1.006
49930.083,1.003
49930.103,1.004
49930.123,1.005
49930.143,1.001
49930.163,1.004
49930.183,1.006
49930.203,1.004
49930.223,1.003
49930.243,1.003
49930.263,1.004
49930.283,1.004
49930.303,1.006
49930.323,1.003
49930.343,1.004
49930.363,1.005
49930.383,1.004
49930.403,1.007
49930.423,1.005
49930.443,1.006
49930.463,1.003
49930.483,1.004
49930.503,1.004
49930.523,1.002
49930.543,1.002
49930.563,1.004
49930.583,1.002
49930.603,1.005
49930.623,1.005
49930.643,1.005
49930.663,1.004
49930.683,1.004
49930.703,1.004
49930.723,1.006
49930.743,1.005
49930.763,1.005
49930.783,1.006
49930.803,1.005
49930.823,1.004
49930.843,1.004
49930.863,1.004
49930.883,1.005
49930.903,1.005
49930.923,1.003
49930.943,1.007
49930.963,1.004
49930.983,1.002
49931.003,1.004
49931.023,1.007
49931.043,1.002
49931.063,1.003
49931.083,1.003
49931.103,1.003
49931.123,1.004
49931.143,1.005
49931.163,1.003
49931.183,1.004
49931.203,1.005
49931.223,1.003
49931.243,1.006
49931.263,1.004
49931.283,1.004
49931.303,1.005
49931.323,1.003
49931.343,1.006
49931.363,1.004
49931.383,1.003
49931.403,1.004
49931.423,1.006
49931.443,1.003
49931.463,1.003
49931.483,1.003
49931.503,1.005
49931.523,1.003
49931.543,1.003
49931.563,1.003
49931.583,1.003
49931.603,1.003
49931.623,1.005
49931.643,1.002
49931.663,1.004
49931.683,1.005
49931.703,1.005
49931.723,1.004
49931.743,1.006
49931.763,1.003
49931.783,1.005
49931.803,1.005
49931.823,1.005
49931.843,1.004
49931.863,1.005
49931.883,1.003
49931.903,1.005
49931.923,1.005
49931.943,1.005
49931.963,1.004
49931.983,1.003
49932.003,1.006
49932.023,1.004
49932.043,1.004
49932.063,1.004
49932.083,1.005
49932.103,1.004
49932.123,1.005
49932.143,1.005
49932.163,1.005
49932.183,1.006
49932.203,1.004
49932.223,1.005
49932.243,1.005
49932.263,1.003
49932.283,1.003
49932.303,1.006
49932.323,1.005
49932.343,1.003
49932.363,1.006
49932.383,1.004
49932.403,1.003
49932.423,1.004
49932.443,1.008
49932.463,1.005
49932.483,1.002
49932.503,0.996
49932.523,1.005
49932.543,0.996
49932.563,1.008
49932.583,1.003
49932.603,0.999
49932.623,1.006
49932.643,1.007
49932.663,1.007
49932.683,1.003
49932.703,1.006
49932.723,0.999
49932.743,1.003
49932.763,1.011
49932.783,1.001
49932.803,1.002
49932.823,1.007
49932.843,1.003
49932.863,1.003
49932.883,1.012
49932.903,0.996
49932.923,1.003
49932.943,1.009
49932.963,0.997
49932.983,1.008
49933.003,1.006
49933.023,1.006
49933.043,1.008
49933.063,1.007
49933.083,1.001
49933.103,1.000
49933.123,1.012
49933.143,1.000
49933.163,1.005
49933.183,1.006
49933.203,0.999
49933.223,1.002
49933.243,1.008
49933.263,1.004
49933.283,1.002
49933.303,1.004
49933.323,1.006
49933.343,1.006
49933.363,1.004
49933.383,1.001
49933.403,1.002
49933.423,1.003
49933.443,1.012
49933.463,1.003
49933.483,1.009
49933.503,1.007
49933.523,0.999
49933.543,1.000
49933.563,1.000
49933.583,1.004
49933.603,1.006
49933.623,1.008
49933.643,1.007
49933.663,1.000
49933.683,1.002
49933.703,1.011
49933.723,1.002
49933.743,1.001
49933.763,1.017
49933.783,0.997
49933.803,1.000
49933.823,1.014
49933.843,1.002
49933.863,1.010
49933.883,1.007
49933.903,1.004
49933.923,1.000
49933.943,1.007
49933.963,1.004
49933.983,0.999
49934.003,1.013
49934.023,1.000
49934.043,1.003
49934.063,1.006
49934.083,1.001
49934.103,1.001
49934.123,1.009
49934.143,1.006
49934.163,1.002
49934.183,1.007
49934.203,1.004
49934.223,1.005
49934.243,1.005
49934.263,1.003
49934.283,1.006
49934.303,1.005
49934.323,1.004
49934.343,1.005
49934.363,1.008
49934.383,1.005
49934.403,0.999
49934.423,1.008
49934.443,1.004
49934.463,1.005
49934.483,1.005
49934.503,1.005
49934.523,1.007
49934.543,1.003
49934.563,1.005
49934.583,1.001
49934.603,1.003
49934.623,1.001
49934.643,1.005
49934.663,1.005
49934.683,1.004
49934.703,1.008
49934.723,1.007
49934.743,1.010
49934.763,1.006
49934.783,0.996
49934.803,1.013
49934.823,1.014
49934.843,0.997
49934.863,1.007
49934.883,1.005
49934.903,0.991
49934.923,1.015
49934.943,1.002
49934.963,1.003
49934.983,1.009
49935.003,1.003
49935.023,1.001
49935.043,1.007
49935.063,1.006
49935.083,1.001
49935.103,1.006
49935.123,1.000
49935.143,1.001
49935.163,1.011
49935.183,1.005
49935.203,1.007
49935.223,1.008
49935.243,1.005
49935.263,1.001
49935.283,1.005
49935.303,1.004
49935.323,1.002
49935.343,1.007
49935.363,1.004
49935.383,1.001
49935.403,1.005
49935.423,1.008
49935.443,1.001
49935.463,1.004
49935.483,1.002
49935.503,1.002
49935.523,1.002
49935.543,1.014
49935.563,1.001
49935.583,1.007
49935.603,1.007
49935.623,1.001
49935.643,1.000
49935.663,1.015
49935.683,0.994
49935.703,1.003
49935.723,1.005
49935.743,1.000
49935.763,1.010
49935.783,1.003
49935.803,1.004
49935.823,1.001
49935.843,1.010
49935.863,1.007
49935.883,1.001
49935.903,1.007
49935.923,0.998
49935.943,1.000
49935.963,1.005
49935.983,1.007
49936.003,1.007
49936.023,1.007
49936.043,1.004
49936.063,1.001
49936.083,1.001
49936.103,1.004
49936.123,1.002
49936.143,1.004
49936.163,1.009
49936.183,1.003
49936.203,1.008
49936.223,1.008
49936.243,1.000
49936.263,1.001
49936.283,1.007
49936.303,1.002
49936.323,0.999
49936.343,1.013
49936.363,1.006
49936.383,1.006
49936.403,1.010
49936.423,1.001
49936.443,1.003
49936.463,1.002
49936.483,1.006
49936.503,1.000
49936.523,1.007
49936.543,1.009
49936.563,1.009
49936.583,1.013
49936.603,1.006
49936.623,1.004
49936.643,1.007
49936.663,0.996
49936.683,1.003
49936.703,1.006
49936.723,1.003
49936.743,1.007
49936.763,1.008
49936.783,1.005
49936.803,1.010
49936.823,1.006
49936.843,1.000
49936.863,1.002
49936.883,1.003
49936.903,1.001
49936.923,1.002
49936.943,1.008
49936.963,1.005
49936.983,1.005
49937.003,1.007
49937.023,1.002
49937.043,1.004
49937.063,1.005
49937.083,1.005
49937.103,1.005
49937.123,1.006
49937.143,1.005
49937.163,1.006
49937.183,1.004
49937.203,1.002
49937.223,1.007
49937.243,1.007
49937.263,1.006
49937.283,1.007
49937.303,1.004
49937.323,1.004
49937.343,1.005
49937.363,1.003
49937.383,1.004
49937.403,1.008
49937.423,1.003
49937.443,1.007
49937.463,1.007
49937.483,1.003
49937.503,1.005
49937.523,1.006
49937.543,1.001
49937.563,1.007
49937.583,1.006
49937.603,1.000
49937.623,1.006
49937.643,1.006
49937.663,0.999
49937.683,1.002
49937.703,1.003
49937.723,1.001
49937.743,1.005
49937.763,1.005
49937.783,1.008
49937.803,1.006
49937.823,1.004
49937.843,1.003
49937.863,0.999
49937.883,1.004
49937.903,1.002
49937.923,1.003
49937.943,1.001
49937.963,1.006
49937.983,1.005
49938.003,1.004
49938.023,1.007
49938.043,1.001
49938.063,1.001
49938.083,1.002
49938.103,1.000
49938.123,1.006
49938.143,1.007
49938.163,1.006
49938.183,1.004
49938.203,1.008
49938.223,1.001
49938.243,1.005
49938.263,1.010
49938.283,1.001
49938.303,1.002
49938.323,1.003
49938.343,1.003
49938.363,1.003
49938.383,1.006
49938.403,1.004
49938.423,1.000
49938.443,1.008
49938.463,1.001
49938.483,1.001
49938.503,1.008
49938.523,1.007
49938.543,1.000
49938.563,1.008
49938.583,1.004
49938.603,1.003
49938.623,1.010
49938.643,1.003
49938.663,1.004
49938.683,1.007
49938.703,1.001
49938.723,1.007
49938.743,1.008
49938.763,1.005
49938.783,1.006
49938.803,1.002
49938.823,1.005
49938.843,1.002
49938.863,1.006
49938.883,1.003
49938.903,1.002
49938.923,1.008
49938.943,1.004
49938.963,1.004
49938.983,1.005
49939.003,1.004
49939.023,1.002
49939.043,1.006
49939.063,1.006
49939.083,1.006
49939.103,1.002
49939.123,1.008
49939.143,1.004
49939.163,1.003
49939.183,1.002
49939.203,1.004
49939.223,1.005
49939.243,1.006
49939.263,1.003
49939.283,1.006
49939.303,1.005
49939.323,1.002
49939.343,1.005
49939.363,1.006
49939.383,1.004
49939.403,1.006
49939.423,1.004
49939.443,1.002
49939.463,1.005
49939.483,1.007
49939.503,1.005
49939.523,1.008
49939.543,1.005
49939.563,1.004
49939.583,1.005
49939.603,1.006
49939.623,1.003
49939.643,1.006
49939.663,1.005
49939.683,1.005
49939.703,1.004
49939.723,1.005
49939.743,1.005
49939.763,1.006
49939.783,1.002
49939.803,1.005
49939.823,1.005
49939.843,1.004
49939.863,1.006
49939.883,1.004
49939.903,1.002
49939.923,1.005
49939.943,1.006
49939.963,1.003
49939.983,1.005
49940.003,1.006
49940.023,1.000
49940.043,1.003
49940.063,1.004
49940.083,1.003
49940.103,1.004
49940.123,1.004
49940.143,1.001
49940.163,1.005
49940.183,1.006
49940.203,1.003
49940.223,1.001
49940.243,1.004
49940.263,1.001
49940.283,1.005
49940.303,1.005
49940.323,1.003
49940.343,1.006
49940.363,1.004
49940.383,1.005
49940.403,1.007
49940.423,1.005
49940.443,1.003
49940.463,1.006
49940.483,1.006
49940.503,1.003
49940.523,1.004
49940.543,1.008
49940.563,1.004
49940.583,1.006
49940.603,1.004
49940.623,1.002
49940.643,1.002
49940.663,1.006
49940.683,1.005
49940.703,1.003
49940.723,1.005
49940.743,1.003
49940.763,1.001
49940.783,1.009
49940.803,1.005
49940.823,1.004
49940.843,1.005
49940.863,1.007
49940.883,1.002
49940.903,1.000
49940.923,1.002
49940.943,1.004
49940.963,1.005
49940.983,1.004
49941.003,1.004
49941.023,1.001
49941.043,1.002
49941.063,0.999
49941.083,1.002
49941.103,1.004
49941.123,1.008
49941.143,1.004
49941.163,1.012
49941.183,1.005
49941.203,0.997
49941.223,1.013
49941.243,1.002
49941.263,1.000
49941.283,1.010
49941.303,1.000
49941.323,1.003
49941.343,1.005
49941.363,1.006
49941.383,1.003
49941.403,1.007
49941.423,1.004
49941.443,1.000
49941.463,1.006
49941.483,1.007
49941.503,1.004
49941.523,1.010
49941.543,1.004
49941.563,0.999
49941.583,1.003
49941.603,1.005
49941.623,1.003
49941.643,1.007
49941.663,1.002
49941.683,1.003
49941.703,1.001
49941.723,1.005
49941.743,1.005
49941.763,1.005
49941.783,1.007
49941.803,1.006
49941.823,1.004
49941.843,1.004
49941.863,1.005
49941.883,1.004
49941.903,1.004
49941.923,1.005
49941.943,1.007
49941.963,1.006
49941.983,1.005
49942.003,1.006
49942.023,1.004
49942.043,1.003
49942.063,1.006
49942.083,1.001
49942.103,1.004
49942.123,1.003
49942.143,1.003
49942.163,1.007
49942.183,1.002
49942.203,1.003
49942.223,1.007
49942.243,1.003
49942.263,1.001
49942.283,1.002
49942.303,0.999
49942.323,1.001
49942.343,0.997
49942.363,1.003
49942.383,1.004
49942.403,1.003
49942.423,1.006
49942.443,1.004
49942.463,1.008
49942.483,1.004
49942.503,1.003
49942.523,1.005
49942.543,1.002
49942.563,1.004
49942.583,1.005
49942.603,1.003
49942.623,1.005
49942.643,0.999
49942.663,1.001
49942.683,1.010
49942.703,1.003
49942.723,1.007
49942.743,1.008
49942.763,1.000
49942.783,0.998
49942.803,1.011
49942.823,1.006
49942.843,1.002
49942.863,1.012
49942.883,1.001
49942.903,1.008
49942.923,1.009
49942.943,1.001
49942.963,1.006
49942.983,1.006
49943.003,1.003
49943.023,1.001
49943.043,1.006
49943.063,1.006
49943.083,1.001
49943.103,1.006
49943.123,1.012
49943.143,1.006
49943.163,1.005
49943.183,1.006
49949.893,1.024
49949.913,0.998
49949.933,0.991
49949.953,1.029
49949.973,1.013
49949.993,1.014
49950.013,0.981
49950.033,1.015
49950.053,1.009
49950.073,0.997
49950.093,1.011
49950.113,1.015
49950.133,1.002
49950.153,1.012
49950.173,1.008
49950.193,0.994
49950.213,0.993
49950.233,1.014
49950.253,1.009
49950.273,0.998
49950.293,0.988
49950.313,0.954
49950.333,1.006
49950.353,0.992
49950.373,1.025
49950.393,1.028
49950.413,1.016
49950.433,1.003
49950.453,1.003
49950.473,1.001
49950.493,1.002
49950.513,1.008
49950.533,1.001
49950.553,1.002
49950.573,1.006
49950.593,1.003
49950.613,1.001
49950.633,1.007
49950.653,1.004
49950.673,1.006
49950.693,1.002
49950.713,1.004
49950.733,1.002
49950.753,1.006
49950.773,1.007
49950.793,1.005
49950.813,1.005
49950.833,1.004
49950.853,1.003
49950.873,1.005
49950.893,1.006
49950.913,1.004
49950.933,1.006
49950.953,1.002
49950.973,1.001
49950.993,1.002
49951.013,1.002
49951.033,1.005
49951.053,1.009
49951.073,1.003
49951.093,1.006
49951.113,1.004
49951.133,1.001
49951.153,1.006
49951.173,1.003
49951.193,1.006
49951.213,1.007
49951.233,1.003
49951.253,1.003
49951.273,1.005
49951.293,1.004
49951.313,1.006
49951.333,1.006
49951.353,1.003
49951.373,1.003
49951.393,1.004
49951.413,1.005
49951.433,1.002
49951.453,0.998
49951.473,1.004
49951.493,1.007
49951.513,1.005
49951.533,1.000
49951.553,1.004
49951.573,1.008
49951.593,1.005
49951.613,1.004
49951.633,1.004
49951.653,1.004
49951.673,1.003
49951.693,1.003
49951.713,1.002
49951.733,1.007
49951.753,1.006
49951.773,1.005
49951.793,1.005
49951.813,1.004
49951.833,1.001
49951.853,1.006
49951.873,1.005
49951.893,1.004
49951.913,1.007
49951.933,1.004
49951.953,1.007
49951.973,1.001
49951.993,1.005
49952.013,1.005
49952.033,1.003
49952.053,1.004
49952.073,1.006
49952.093,1.007
49952.113,1.003
49952.133,1.003
49952.153,1.003
49952.173,1.005
49952.193,1.006
49952.213,1.005
49952.233,1.006
49952.253,1.004
49952.273,1.005
49952.293,1.005
49952.313,1.004
49952.333,1.005
49952.353,1.005
49952.373,1.006
49952.393,1.007
49952.413,1.005
49952.433,1.004
49952.453,1.003
49952.473,1.004
49952.493,1.007
49952.513,1.004
49952.533,1.006
49952.553,1.003
49952.573,1.004
49952.593,1.003
49952.613,1.004
49952.633,1.005
49952.653,1.005
49952.673,1.004
49952.693,1.004
49952.713,1.005
49952.733,1.003
49952.753,1.002
49952.773,0.998
49952.793,1.003
49952.813,1.008
49952.833,1.002
49952.853,1.004
49952.873,1.005
49952.893,1.000
49952.913,1.006
49952.933,1.004
49952.953,1.005
49952.973,1.005
49952.993,1.005
49953.013,1.005
49953.033,1.002
49953.053,1.005
49953.073,1.004
49953.093,1.006
49953.113,1.004
49953.133,1.006
49953.153,1.008
49953.173,0.997
49953.193,0.999
49953.213,1.004
49953.233,1.014
49953.253,1.009
49953.273,1.007
49953.293,1.007
49953.313,1.006
49953.333,0.995
49953.353,1.002
49953.373,1.001
49953.393,1.007
49953.413,1.004
49953.433,1.005
49953.453,1.013
49953.473,1.008
49953.493,1.007
49953.513,1.000
49953.533,1.005
49953.553,1.004
49953.573,1.005
49953.593,1.006
49953.613,1.004
49953.633,1.005
49953.653,1.004
49953.673,0.998
49953.693,1.006
49953.713,1.008
49953.733,0.991
49953.753,0.999
49953.773,1.015
49953.793,1.011
49953.813,1.005
49953.833,1.000
49953.853,0.973
49953.873,1.004
49953.893,0.998
49953.913,1.005
49953.933,0.995
49953.953,1.004
